,frequence,amplitude
915,（最新2020）已上市的五种免疫抑制剂PD1单抗的进医保的费用和用法,http://ask.globecancer.com/article-15471.html
916,拉罗替尼治疗非小细胞肺癌效果怎么样？,http://ask.globecancer.com/q-1693.html
917,国内有拉罗替尼同类药物或者仿制药物吗？,http://ask.globecancer.com/q-1692.html
918,拉罗替尼耐药后还能吃其他的靶向药吗？,http://ask.globecancer.com/q-1691.html
919,国内患者怎样报名参加拉罗替尼的临床试验？,http://ask.globecancer.com/q-1690.html
920,国内拉罗替尼临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1689.html
921,国内有免费的拉罗替尼临床试验可以参加吗？,http://ask.globecancer.com/q-1688.html
922,如果NTRK基因检测没有突变怎么办？能盲试吗？,http://ask.globecancer.com/q-1687.html
923,哪个公司检测NTRK基因更准确？,http://ask.globecancer.com/q-1686.html
924,使用拉罗替尼需要做哪些检测？,http://ask.globecancer.com/q-1685.html
925,拉罗替尼是针对哪种基因突变的？,http://ask.globecancer.com/q-1684.html
926,拉罗替尼在中国上市了吗？在哪里可以买到,http://ask.globecancer.com/q-1683.html
927,拉罗替尼有国产药吗？,http://ask.globecancer.com/q-1682.html
928,拉罗替尼多少钱？是否可以社保报销？,http://ask.globecancer.com/q-1681.html
929,早期和晚期癌症都能使用拉罗替尼吗？,http://ask.globecancer.com/q-1680.html
930,拉罗替尼的治疗效果和治疗数据怎么样？,http://ask.globecancer.com/q-1679.html
931,溶瘤病毒T601是一种什么药？,http://ask.globecancer.com/q-2075.html
932,国内患者怎样报名参加HTMC0435的临床试验？,http://ask.globecancer.com/q-1993.html
933,降低70%卵巢癌复发风险！一线维持治疗新药刚刚在中国获批！,http://ask.globecancer.com/article-15459.html
934,年终盘点！2019卵巢癌治疗重大进展！最新靶向药已经纳入医保,http://ask.globecancer.com/article-15472.html
935,降低70%卵巢癌复发风险！一线维持治疗新药刚刚在中国获批！,http://ask.globecancer.com/article-15459.html
936,3.11上午10：00|第十二期“轻问诊”大咖-北京大学肿瘤医院朱军教授在线义诊答疑！,http://ask.globecancer.com/article-15669.html
937,中国哪里可以cart治疗?,http://ask.globecancer.com/q-1424.html
938,八大PD-1/PD-L1已上市！这份详尽的用药指南快收藏！,http://ask.globecancer.com/article-15625.html
939,医生说淋巴瘤白血病淋巴瘤导致白血病,http://ask.globecancer.com/q-206.html
940,拉罗替尼效果如何,http://ask.globecancer.com/q-609.html
941,卵巢癌化疗后有什么不良反应,http://ask.globecancer.com/q-756.html
942,卵巢癌分期手术范围是什么,http://ask.globecancer.com/q-753.html
943,卵巢癌会引起胸腔积液吗,http://ask.globecancer.com/q-757.html
944,2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！,http://ask.globecancer.com/article-15600.html
945,2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！,http://ask.globecancer.com/article-15593.html
946,2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！,http://ask.globecancer.com/article-15591.html
947,小细胞肺癌新药鲁比卡丁Lurbinectin获FDA优先审批，上市在即！小细胞肺癌新药鲁比卡丁适应症,http://ask.globecancer.com/article-15640.html
948,小细胞肺癌化疗二线治疗新药Lurbinectedin(芦比替定、鲁贝替定)有望获批,http://ask.globecancer.com/article-15347.html
949,小细胞肺癌化疗二线治疗新药Lurbinectedin(芦比替定、鲁贝替定)有望获批,http://ask.globecancer.com/article-15347.html
950,有效率79%​！传奇抗癌药拉罗替尼最新数据更新！国内招募即将开始,http://ask.globecancer.com/article-15677.html
951,长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布！,http://ask.globecancer.com/article-15650.html
952,长效缓解！广谱抗癌药拉罗替尼治疗胃肠道肿瘤最新数据公布！拉罗替尼效果/NTRK靶点,http://ask.globecancer.com/article-15664.html
953,国内患者怎样报名参加拉罗替尼的临床试验？,http://ask.globecancer.com/q-1690.html
954,国内拉罗替尼临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1689.html
955,国内有免费的拉罗替尼临床试验可以参加吗？,http://ask.globecancer.com/q-1688.html
956,拉罗替尼耐药后还能吃其他的靶向药吗？,http://ask.globecancer.com/q-1691.html
957,国内患者怎样报名参加HTMC0435的临床试验？,http://ask.globecancer.com/q-1993.html
958,胰腺癌晚期免疫疗法----美国PD-1疗法,http://ask.globecancer.com/article-15109.html
959,2011年确诊IV期肺癌，跨过8年，我是这样赢得胜利的,http://ask.globecancer.com/article-14937.html
960,医生宣布“临床治愈”！实验性药物让九岁女孩逃离癌症魔掌！,http://ask.globecancer.com/article-15116.html
961,赵忠祥因癌去世，铺天盖地的文章这篇才是你该看的！,http://ask.globecancer.com/article-15581.html
962,"NK细胞是什么细胞,NK免疫细胞,什么是NK细胞",http://ask.globecancer.com/article-15341.html
963,肾癌想做免疫治疗，用不用做什么检查？,http://ask.globecancer.com/q-1365.html
964,肾癌的免疫治疗，用O药好还是K药好？,http://ask.globecancer.com/q-1364.html
965,肾癌患者能不能用PD-1治疗？,http://ask.globecancer.com/q-1363.html
966,日本哪家医院做细胞免疫治疗最好？,http://ask.globecancer.com/q-1190.html
967,NK细胞好，还是树突细胞好？,http://ask.globecancer.com/q-1188.html
968,膀胱癌免疫治疗有效率高吗？,http://ask.globecancer.com/q-1186.html
969,日本细胞免疫治疗的费用,http://ask.globecancer.com/q-1185.html
970,膀胱癌患者使用PD-1适合吗？,http://ask.globecancer.com/q-1175.html
971,肾癌想做免疫治疗，什么时候做好？,http://ask.globecancer.com/q-1113.html
972,PD-1和免疫细胞，这两种治疗哪个更有效？,http://ask.globecancer.com/q-1109.html
973,中国式胃癌肠癌危害程度不亚于肺癌，这一疗法治疗后肿瘤消失,http://ask.globecancer.com/article-15477.html
974,癌症患者需不需要做细胞免疫治疗？看完这篇文章你就清楚了！（一）,http://ask.globecancer.com/article-15466.html
975,癌症患者需不需要做细胞免疫治疗？看完这篇文章你就清楚了！（二）,http://ask.globecancer.com/article-15467.html
976,癌症患者需不需要做细胞免疫治疗？看完这篇文章你就清楚了！（三）,http://ask.globecancer.com/article-15468.html
977,盘点2019| 沈琳：2019年度胃癌治疗盘点：且进步且思考且挑战,http://ask.globecancer.com/article-15484.html
978,美国治疗胃癌最好的医院,http://ask.globecancer.com/q-825.html
979,盘点2019| 沈琳：2019年度胃癌治疗盘点：且进步且思考且挑战,http://ask.globecancer.com/article-15484.html
980,国内没上市的美国肺癌新药，可以通过什么渠道购买,http://ask.globecancer.com/q-561.html
981,请教专家，治疗肺癌的新药都有哪些可以使用，价格。,http://ask.globecancer.com/q-560.html
982,小细胞肺癌美国有新药上市吗？,http://ask.globecancer.com/q-559.html
983,现在肺癌治疗的新药都有哪些？,http://ask.globecancer.com/q-558.html
984,请教病友，美国有上市的肺癌新药吗？,http://ask.globecancer.com/q-557.html
985,国内第七款免疫检查点抑制剂上市！完全缓解率61.5%创新高！,http://ask.globecancer.com/article-15607.html
986,抗癌战“疫”进行时| 百位肿瘤专家线上“轻问诊”义诊活动开始报名,http://ask.globecancer.com/article-15598.html
987,美国有没有胃癌新药上市,http://ask.globecancer.com/q-828.html
988,有熟悉美国治疗胃癌的专家吗,http://ask.globecancer.com/q-824.html
989,美国治疗胃癌和日本治疗胃癌哪个更好？,http://ask.globecancer.com/q-823.html
990,胃癌患者Her-2表达有什么意义？,http://ask.globecancer.com/q-644.html
991,胃癌可以用拉罗替尼吗,http://ask.globecancer.com/q-610.html
992,北京大学肿瘤医院——(胃癌患者招募)基石药业研发新药PD-L1抗体联合标准化疗方案的三期临床试验研究,http://ask.globecancer.com/article-15488.html
993,凶过癌王！新药GDC-0084有望成为狙击胶质母细胞瘤的有力武器！,http://ask.globecancer.com/article-15608.html
994,胶质瘤治疗方案,http://ask.globecancer.com/q-664.html
995,国内引进全球最先进的脑肿瘤治疗黑色技术，临床招募进行中,http://ask.globecancer.com/article-15579.html
996,凶过癌王！新药GDC-0084有望成为狙击胶质母细胞瘤的有力武器！,http://ask.globecancer.com/article-15608.html
997,求推荐治疗肺癌骨转移的医院或者专家,http://ask.globecancer.com/q-565.html
998,肺癌骨转移，一般用什么药物治疗，美国有新药吗？,http://ask.globecancer.com/q-564.html
999,妈妈肺癌脊柱转移，疼痛很厉害，止疼药不管用，医生推荐放疗可以吗？,http://ask.globecancer.com/q-563.html
1000,家人肺癌全身骨转移，应该怎么治疗啊？,http://ask.globecancer.com/q-562.html
1001,【凯瑞思分子分析】骨、肺和肝转移前列腺癌选用培美曲塞治疗案例分享,http://ask.globecancer.com/article-15102.html
1002,奥拉帕尼挑战胰腺癌！有这个突变，你也可能把癌王“吃没”,http://ask.globecancer.com/article-15105.html
1003,乳腺癌免疫组化结果，这个结果严重吗？,http://ask.globecancer.com/q-126.html
1004,乳腺癌内分泌治疗,http://ask.globecancer.com/article-15243.html
1005,十年，乳腺癌全面复发！她选择了这样治疗,http://ask.globecancer.com/article-14971.html
1006,晚期乳腺癌生存期翻倍！颠覆传统治疗模式的新疗法问世,http://ask.globecancer.com/article-14973.html
1007,2019，HER2阳性乳腺癌详尽用药指导及新药研究进展，一目了然,http://ask.globecancer.com/article-15133.html
1008,乳腺癌的组织病理学诊断有哪些？,http://ask.globecancer.com/article-15227.html
1009,非浸润性乳腺癌和浸润性乳腺癌的治疗的方案,http://ask.globecancer.com/article-15230.html
1010,乳腺癌的放射治疗适应症？,http://ask.globecancer.com/article-15233.html
1011,改良根治术后放射治疗,http://ask.globecancer.com/article-15234.html
1012,乳腺癌的化疗方案和适应症,http://ask.globecancer.com/article-15239.html
1013,乳腺癌的新辅助化疗,http://ask.globecancer.com/article-15240.html
1014,晚期乳腺癌的化疗,http://ask.globecancer.com/article-15241.html
1015,乳腺癌靶向治疗,http://ask.globecancer.com/article-15245.html
1016,脑瘤病引起双目失明，这种病是否可以治好？,http://ask.globecancer.com/q-178.html
1017,脑胶质瘤的诊疗方案2019（1）,http://ask.globecancer.com/article-15473.html
1018,患癌后双目失明，质子治疗让她重回正常生活！,http://ask.globecancer.com/article-15474.html
1019,国内引进全球最先进的脑肿瘤治疗黑色技术，临床招募进行中,http://ask.globecancer.com/article-15579.html
1020,脑胶质瘤的诊疗方案2019（1）,http://ask.globecancer.com/article-15473.html
1021,拉罗替尼适合用于骨肉瘤吗？,http://ask.globecancer.com/q-1116.html
1022,拉罗替尼耐药怎么办,http://ask.globecancer.com/q-621.html
1023,拉罗替尼效果如何,http://ask.globecancer.com/q-609.html
1024,广谱靶向药拉罗替尼Loxo-101获批上市，对抗17种癌症(NTRK融合),http://ask.globecancer.com/article-15490.html
1025,脑瘤难治，但尤为适合质子治疗！这些类型的脑瘤患者不要错过！,http://ask.globecancer.com/article-15618.html
1026,丹麦科学家研究证实：质子治疗更能保护脑瘤儿童记忆力,http://ask.globecancer.com/article-15118.html
1027,凶过癌王！新药GDC-0084有望成为狙击胶质母细胞瘤的有力武器！,http://ask.globecancer.com/article-15608.html
1028,日本治疗胃癌最好的专家,http://ask.globecancer.com/q-653.html
1029,凶过癌王！新药GDC-0084有望成为狙击胶质母细胞瘤的有力武器！,http://ask.globecancer.com/article-15608.html
1030,CAR-NK细胞治疗相比CAR-T细胞治疗的优势,http://ask.globecancer.com/q-1579.html
1031,NK细胞回输是自体的细胞还是？,http://ask.globecancer.com/q-1578.html
1032,NK疗法适合哪些患者,http://ask.globecancer.com/q-1577.html
1033,NK细胞疗法有什么优势吗？,http://ask.globecancer.com/q-1576.html
1034,NK细胞是什么,http://ask.globecancer.com/q-1575.html
1035,"NK细胞是什么细胞,NK免疫细胞,什么是NK细胞",http://ask.globecancer.com/article-15341.html
1036,了解一下什么是细胞免疫治疗,http://ask.globecancer.com/article-15572.html
1037,nk细胞治疗费用有多少人可以去哪里治疗呢,http://ask.globecancer.com/q-116.html
1038,国内引进全球最先进的脑肿瘤治疗黑色技术，临床招募进行中,http://ask.globecancer.com/article-15579.html
1039,生存期翻倍！美国重磅脑瘤疫苗SurvaxM登陆中国！,http://ask.globecancer.com/article-15670.html
1040,ROS1靶向药耐药的原因有哪些？如何治疗？,http://ask.globecancer.com/q-1665.html
1041,为什么说瑞波替尼对抗耐药更有优势？,http://ask.globecancer.com/q-1725.html
1042,瑞波替尼有国产药吗？,http://ask.globecancer.com/q-1717.html
1043,脑瘤病引起双目失明，这种病是否可以治好？,http://ask.globecancer.com/q-178.html
1044,国内患者怎样报名参加RX-108的临床试验？,http://ask.globecancer.com/q-2002.html
1045,国内RX-108临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-2001.html
1046,关于肺癌的靶向治疗,http://ask.globecancer.com/q-1605.html
1047,第一次去北京看病，要注意什么？,http://ask.globecancer.com/q-1134.html
1048,北京哪家医院看肾癌好？,http://ask.globecancer.com/q-1131.html
1049,肾癌到北京找哪个专家高？,http://ask.globecancer.com/q-1127.html
1050,硼中子俘获疗法(BNCT)适合哪些患者呢?,http://ask.globecancer.com/q-1423.html
1051,硼中子俘获疗法的原理/硼中子俘获疗法的优势/硼中子俘获疗法将于今年正式接受患者​！,http://ask.globecancer.com/article-15642.html
1052,全球唯一治疗皮肤癌的疫苗-Heberferon/皮肤癌疫苗说明书/皮肤癌疫苗治疗适应症/皮肤癌疫苗治,http://ask.globecancer.com/article-15641.html
1053,全球唯一治疗皮肤癌的疫苗-Heberferon/皮肤癌疫苗说明书/皮肤癌疫苗治疗适应症/皮肤癌疫苗治,http://ask.globecancer.com/article-15641.html
1054,硼中子俘获疗法的优势,http://ask.globecancer.com/q-1584.html
1055,硼中子俘获疗法与质子放疗有什么区别,http://ask.globecancer.com/q-1583.html
1056,硼中子俘获疗法的临床数据,http://ask.globecancer.com/q-1582.html
1057,硼中子俘获疗法的治疗原理是什么,http://ask.globecancer.com/q-1581.html
1058,什么是硼中子俘获疗法治疗,http://ask.globecancer.com/q-1580.html
1059,国内HTMC0435临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1992.html
1060,国内有免费的HTMC0435临床试验可以参加吗？,http://ask.globecancer.com/q-1991.html
1061,有HTMC0435同类药物或者仿制药物吗？,http://ask.globecancer.com/q-1990.html
1062,患有前列腺癌晚期，疼痛时服用止痛药后呕吐,http://ask.globecancer.com/q-1145.html
1063,患者每天上午11点左右，下午5点左右都会发热,http://ask.globecancer.com/q-1141.html
1064,近几年还有尿失禁，去检查说是前列腺癌。该怎么办？,http://ask.globecancer.com/q-1135.html
1065,我父亲患前列腺增生十多年了,http://ask.globecancer.com/q-1132.html
1066,前列腺癌是怎么引起的？有哪些临床表现？,http://ask.globecancer.com/q-1130.html
1067,"我爸今年71岁,患有前列腺癌,于2007年6月发现并做了睾丸切除术,今年4月份开始服用康士德,从不间断",http://ask.globecancer.com/q-1125.html
1068,美国有没有治疗前列腺癌好的治疗方法呢？,http://ask.globecancer.com/q-1123.html
1069,医生提供三种治疗方法：手术、穿刺、吃药,http://ask.globecancer.com/q-1117.html
1070,我家邻居患了前列腺癌，现在排尿都很困难,http://ask.globecancer.com/q-1114.html
1071,我父亲82岁确诊为前列腺癌（钙化），没有扩散，因心脏问题不能手术,http://ask.globecancer.com/q-1111.html
1072,前列腺癌靶向药多少钱？,http://ask.globecancer.com/q-1110.html
1073,前列腺癌医生说只能继续观察病情变化，没有任何药物治疗了，求助专家和病友有什么办法预防复发？,http://ask.globecancer.com/q-1107.html
1074,国内前列腺癌治疗最好的医院排名,http://ask.globecancer.com/q-614.html
1075,想请美国前列腺癌专家给家人会诊一下，美国哪个医院前列腺癌治疗水平最好？,http://ask.globecancer.com/q-613.html
1076,国内前列腺癌手术最好的医院和专家求推荐,http://ask.globecancer.com/q-612.html
1077,前列腺癌能活多久？,http://ask.globecancer.com/q-633.html
1078,前列腺癌缓解手术后患者要注意什么,http://ask.globecancer.com/q-632.html
1079,前列腺癌骨转移生存期是多久,http://ask.globecancer.com/q-631.html
1080,前列腺癌晚期症状会有哪些,http://ask.globecancer.com/q-630.html
1081,前列腺癌骨转移有哪些症状,http://ask.globecancer.com/q-629.html
1082,前列腺癌骨扩散途径有哪些?,http://ask.globecancer.com/q-628.html
1083,我父亲78岁，前列腺癌骨转移已经快3年啦,http://ask.globecancer.com/q-616.html
1084,前列腺癌手术后复发了，现在该怎么办？,http://ask.globecancer.com/q-615.html
1085,前列腺癌的预后？,http://ask.globecancer.com/q-617.html
1086,致前列腺癌的食物？,http://ask.globecancer.com/q-620.html
1087,前列腺癌的饮食？,http://ask.globecancer.com/q-618.html
1088,中医治疗前列腺癌所起的作用？,http://ask.globecancer.com/q-619.html
1089,前列腺癌症转移到肺部有什么危险？,http://ask.globecancer.com/q-627.html
1090,"前列腺癌哪家医院看得好,治疗前列腺癌哪个医生好",http://ask.globecancer.com/q-626.html
1091,前列腺癌是怎么造成的,http://ask.globecancer.com/q-625.html
1092,患有前列腺癌晚期，疼痛时服用止痛药后呕吐,http://ask.globecancer.com/q-1145.html
1093,患者每天上午11点左右，下午5点左右都会发热,http://ask.globecancer.com/q-1141.html
1094,近几年还有尿失禁，去检查说是前列腺癌。该怎么办？,http://ask.globecancer.com/q-1135.html
1095,我父亲患前列腺增生十多年了,http://ask.globecancer.com/q-1132.html
1096,前列腺癌是怎么引起的？有哪些临床表现？,http://ask.globecancer.com/q-1130.html
1097,"我爸今年71岁,患有前列腺癌,于2007年6月发现并做了睾丸切除术,今年4月份开始服用康士德,从不间断",http://ask.globecancer.com/q-1125.html
1098,美国有没有治疗前列腺癌好的治疗方法呢？,http://ask.globecancer.com/q-1123.html
1099,医生提供三种治疗方法：手术、穿刺、吃药,http://ask.globecancer.com/q-1117.html
1100,我家邻居患了前列腺癌，现在排尿都很困难,http://ask.globecancer.com/q-1114.html
1101,我父亲82岁确诊为前列腺癌（钙化），没有扩散，因心脏问题不能手术,http://ask.globecancer.com/q-1111.html
1102,我爸爸刚诊断前列腺癌，着急做手术，求助！,http://ask.globecancer.com/q-1062.html
1103,我爷爷是前列腺癌，正在化疗，恶心呕吐厉害，吃不下饭去，有好办法吗？,http://ask.globecancer.com/q-872.html
1104,主治医生说只能化疗，手术不行，也没有靶向药，怎么办呢，不想化疗,http://ask.globecancer.com/q-861.html
1105,前列腺癌iv期，医生说无法手术了，求助病友,http://ask.globecancer.com/q-857.html
1106,前列腺癌到了晚期寿命还有多长,http://ask.globecancer.com/q-636.html
1107,前列腺癌iv期，医生说无法手术了，求助病友,http://ask.globecancer.com/q-857.html
1108,前列腺癌到了晚期寿命还有多长,http://ask.globecancer.com/q-636.html
1109,前列腺癌晚期症状会是哪些,http://ask.globecancer.com/q-635.html
1110,前列腺炎看中医怎么样？,http://ask.globecancer.com/q-634.html
1111,前列腺癌治疗靶向药物国外进口和国产有何区别,http://ask.globecancer.com/q-640.html
1112,前列腺癌化疗方案如何选择？靶向、免疫药物有哪些？,http://ask.globecancer.com/q-639.html
1113,前列腺癌靶向药物有哪些呢,http://ask.globecancer.com/q-638.html
1114,前列腺癌iv期，医生说无法手术了，求助病友,http://ask.globecancer.com/q-857.html
1115,前列腺癌怎样尽量减轻化疗的副作用,http://ask.globecancer.com/q-1103.html
1116,前列腺癌怎样预防化疗副作用？,http://ask.globecancer.com/q-878.html
1117,我爷爷是前列腺癌，正在化疗，恶心呕吐厉害，吃不下饭去，有好办法吗？,http://ask.globecancer.com/q-872.html
1118,主治医生说只能化疗，手术不行，也没有靶向药，怎么办呢，不想化疗,http://ask.globecancer.com/q-861.html
1119,诊断四期，怎么能长期带瘤生存？,http://ask.globecancer.com/q-1059.html
1120,前列腺癌放疗期间，吃不下饭，全身无力怎么办啊,http://ask.globecancer.com/q-1056.html
1121,前列腺癌的放疗效果好吗？,http://ask.globecancer.com/q-874.html
1122,癌症基因检测“水很深”，这份指导手册你值得拥有（患者版）！,http://ask.globecancer.com/article-15620.html
1123,前列腺癌放疗后白细胞低怎么办？,http://ask.globecancer.com/q-1054.html
1124,前列腺癌全基因检测是不是检测靶点越多越好,http://ask.globecancer.com/q-1052.html
1125,前列腺癌靶向药必须做基因检测吗？,http://ask.globecancer.com/q-876.html
1126,医生说可以用免疫细胞配合化疗治疗前列腺癌，有用吗？,http://ask.globecancer.com/q-1032.html
1127,免疫细胞治疗前列腺癌的有效率高吗？,http://ask.globecancer.com/q-1011.html
1128,网上查了免疫细胞治疗有nk细胞，dc细胞，t细胞，哪个对前列腺癌更好一些？,http://ask.globecancer.com/q-1007.html
1129,医生说可以用免疫细胞配合化疗治疗前列腺癌，有用吗,http://ask.globecancer.com/q-992.html
1130,前列腺癌免疫细胞治疗对患者有副作用吗？,http://ask.globecancer.com/q-886.html
1131,前列腺癌可以用细胞免疫治疗M？效果怎么样呢,http://ask.globecancer.com/q-884.html
1132,刚做完手术，怎样自我康复治疗，提高免疫力？,http://ask.globecancer.com/q-1087.html
1133,前列腺癌怎样自我康复治疗，提高免疫力？,http://ask.globecancer.com/q-902.html
1134,前列腺癌除了手术，化疗，放疗，还有其他康复治疗技术吗,http://ask.globecancer.com/q-899.html
1135,前列腺癌患者手术后，怎样康复呢,http://ask.globecancer.com/q-889.html
1136,前列腺癌患者正在化疗，食欲不好，怎样补充饮食？,http://ask.globecancer.com/q-909.html
1137,前列腺癌患者手术后怎样补充营养和饮食呢,http://ask.globecancer.com/q-905.html
1138,前列腺癌患者手术后又做了化疗，怎样预防以后复发？,http://ask.globecancer.com/q-913.html
1139,前列腺癌患者去哪里寻找合适的临床试验？,http://ask.globecancer.com/q-1078.html
1140,前列腺癌患者参加临床试验，是不是当小白鼠了？,http://ask.globecancer.com/q-1074.html
1141,前列腺癌患者参加临床试验有用吗,http://ask.globecancer.com/q-915.html
1142,阿比特龙是治疗前列腺癌的靶向药物？不知道效果咋样？,http://ask.globecancer.com/q-1065.html
1143,前列腺癌治疗最好的医院排名,http://ask.globecancer.com/q-1068.html
1144,前列腺癌转移的快不快,http://ask.globecancer.com/q-1070.html
1145,前列腺癌如果使用中医治疗不知道好不好,http://ask.globecancer.com/q-1072.html
1146,网上说，晚期五年生存率很低，真的没有奇迹吗？,http://ask.globecancer.com/q-1083.html
1147,前列腺癌的五年生存率是多少？,http://ask.globecancer.com/q-1081.html
1148,病友推荐做免疫细胞治疗，靠谱吗,http://ask.globecancer.com/q-1091.html
1149,前列腺癌医生说只能继续观察病情变化，没有任何药物治疗了，求助专家和病友有什么办法预防复发？,http://ask.globecancer.com/q-1107.html
1150,前列腺癌靶向药多少钱？,http://ask.globecancer.com/q-1110.html
1151,国内HTMC0435临床试验都招募哪些癌症患者？,http://ask.globecancer.com/q-1992.html
1152,国内有免费的HTMC0435临床试验可以参加吗？,http://ask.globecancer.com/q-1991.html
1153,有HTMC0435同类药物或者仿制药物吗？,http://ask.globecancer.com/q-1990.html
1154,盘点2019| 沈琳：2019年度胃癌治疗盘点：且进步且思考且挑战,http://ask.globecancer.com/article-15484.html
1155,中国式胃癌肠癌危害程度不亚于肺癌，这一疗法治疗后肿瘤消失,http://ask.globecancer.com/article-15477.html
1156,癌症患者需不需要做细胞免疫治疗？看完这篇文章你就清楚了！（二）,http://ask.globecancer.com/article-15467.html
1157,乳腺癌术后没多久，扩散到了淋巴，不知道该怎么办了,http://ask.globecancer.com/q-1385.html
1158,乳腺癌哪个专家手术比较好？,http://ask.globecancer.com/q-1373.html
1159,乳腺癌最好的专家是谁？,http://ask.globecancer.com/q-967.html
1160,我刚看到你们网上有说那个细胞免疫治疗比较好,http://ask.globecancer.com/q-1388.html
1161,三阴乳腺癌复发怎么办,http://ask.globecancer.com/q-805.html
1162,我们现在正在化疗，但是效果不好。,http://ask.globecancer.com/q-1399.html
1163,乳腺癌可以治疗好吗？,http://ask.globecancer.com/q-647.html
1164,乳腺癌手术后需要做什么治疗？,http://ask.globecancer.com/q-700.html
1165,乳腺癌术后需要做化疗吗？,http://ask.globecancer.com/q-787.html
1166,2020年，乳腺癌有哪些新药可用？,http://ask.globecancer.com/article-15483.html
1167,刚刚！中国医院肿瘤专科及综合排行榜出炉！（2019复旦版）,http://ask.globecancer.com/article-15496.html
1168,美国国立卫生研究院：关于癌症靶向治疗，十件事，靶向治疗与化疗区别/靶向治疗分类/各个癌肿靶向药物/靶,http://ask.globecancer.com/article-15666.html
1169,美国已上市的各类癌症药物更新汇总（2020版！）,http://ask.globecancer.com/article-15644.html
1170,2020年五大抗癌新药即将上市，您别错过！,http://ask.globecancer.com/article-15643.html
1171,乳腺癌新药图卡替尼获FDA优先审批！上市在即！,http://ask.globecancer.com/article-15637.html
1172,三阴乳腺癌能吃靶向药吗,http://ask.globecancer.com/q-807.html
1173,乳腺癌目前最好的药物是什么？,http://ask.globecancer.com/q-709.html
1174,乳腺癌必须要做基因检测吗,http://ask.globecancer.com/q-810.html
1175,乳腺癌需要做基因检测吗？,http://ask.globecancer.com/q-964.html
1176,基因检测一定要在医生指定的医院做吗？,http://ask.globecancer.com/q-965.html
1177,乳腺癌不能做手术了，细胞免疫回输有用吗？,http://ask.globecancer.com/q-1398.html
1178,三阴乳腺癌可以免疫治疗吗,http://ask.globecancer.com/q-806.html
1179,乳腺癌的病人可以做免疫治疗吗？,http://ask.globecancer.com/q-969.html
1180,2020年肿瘤治疗疫苗研发进展盘点！,http://ask.globecancer.com/article-15611.html
1181,乳腺癌刚刚做完手术，大家有推荐的营养品吗？,http://ask.globecancer.com/q-1378.html
1182,乳腺癌术后的饮食有什么需要注意的？,http://ask.globecancer.com/q-784.html
1183,乳腺癌的病人可以吃蜂胶吗？,http://ask.globecancer.com/q-788.html
1184,乳腺癌能吃豆腐吗,http://ask.globecancer.com/q-812.html
1185,2020年，乳腺癌有哪些新药可用？,http://ask.globecancer.com/article-15483.html
1186,2020年，乳腺癌有哪些新药可用？,http://ask.globecancer.com/article-15483.html
1187,我是恶性的，切除后七八天，发现扩散到淋巴那里，请问还能治好吗,http://ask.globecancer.com/q-1368.html
1188,2020年，乳腺癌有哪些新药可用？,http://ask.globecancer.com/article-15483.html
1189,三阴乳腺癌预后好吗,http://ask.globecancer.com/q-808.html
1190,“靶向+化疗”强强联手，抗癌药DS-8201为HER2阳性晚期乳腺癌带来新希望！,http://ask.globecancer.com/article-15605.html
1191,特殊时期对乳腺癌患者的建议,http://ask.globecancer.com/article-15633.html
1192,国内第七款免疫检查点抑制剂上市！完全缓解率61.5%创新高！,http://ask.globecancer.com/article-15607.html
1193,“靶向+化疗”强强联手，抗癌药DS-8201为HER2阳性晚期乳腺癌带来新希望！,http://ask.globecancer.com/article-15605.html
1194,脑胶质瘤2级最低存活率是几年？,http://ask.globecancer.com/q-1421.html
1195,一个部位照射，全身肿瘤消失！质子治疗竟能唤醒强大的免疫系统消灭肿瘤！,http://ask.globecancer.com/article-15597.html
1196,"肿瘤基因检测费用要多少钱,癌症基因突变检测,肿瘤基因检测有用吗",http://ask.globecancer.com/article-15654.html
1197,什么是癌症基因检测，癌症为什么要做基因检测,http://ask.globecancer.com/article-15489.html
1198,关于实体肿瘤TILs疗法的最新研究进展盘点！,http://ask.globecancer.com/article-15497.html
1199,有没有婴儿型纤维肉瘤加微15848130116大家互相探讨下,http://ask.globecancer.com/q-1588.html
1200,癌症为什么会复发？癌症复发以后怎么办？,http://ask.globecancer.com/article-15491.html
1201,美国已上市的各类癌症药物更新汇总（2020版！）,http://ask.globecancer.com/article-15644.html
1202,乳腺癌新药图卡替尼获FDA优先审批！上市在即！,http://ask.globecancer.com/article-15637.html
1203,2020年，乳腺癌有哪些新药可用？,http://ask.globecancer.com/article-15617.html
1204,乳腺癌不能手术，想用靶向药，有推荐的吗？,http://ask.globecancer.com/q-1366.html
1205,1月份确诊乳腺导管浸润性腺癌，目前情况稳定,http://ask.globecancer.com/q-648.html
1206,乳腺癌手术后怎么办？,http://ask.globecancer.com/q-701.html
1207,乳腺癌目前最好的药物是什么？,http://ask.globecancer.com/q-709.html
