C:\anaconda3\envs\py37\python.exe "E:/Python projects/spider/kang_ai_bang/dandu_zhuaqu.py"
问题: 贝伐单抗怎么服用？ 问题链接: http://ask.globecancer.com/q-527.html
问题: 贝伐单抗耐药怎么办？ 问题链接: http://ask.globecancer.com/q-526.html
问题: 贝伐单抗要吃多久呢？ 问题链接: http://ask.globecancer.com/q-525.html
问题: 贝伐单抗有什么副作用？ 问题链接: http://ask.globecancer.com/q-524.html
问题: 贝伐单抗效果如何？ 问题链接: http://ask.globecancer.com/q-523.html
肺癌复发
问题: 肺癌如何避免治疗后的复发 问题链接: http://ask.globecancer.com/q-1446.html
肺癌淋巴结转移
问题: 请教一下，我姥爷术后70天了，这几天刚刚第一次复查，进行放疗，医生说好像有个淋巴结有点肿大，这是转移 问题链接: http://ask.globecancer.com/q-716.html
肺癌骨转移
问题: 放疗联合免疫，点燃肺癌患者的希望之火（一） 问题链接: http://ask.globecancer.com/article-15568.html
肺癌无法手术患者
问题: 全球首个MET靶向药capmatinib获得优先审批资格！ 问题链接: http://ask.globecancer.com/article-15632.html
问题: 2020最新肺癌NCCN指南出炉！所有可用靶向药、基因突变靶点都列全了 问题链接: http://ask.globecancer.com/article-15601.html
问题: （收藏）少儿版新型冠状病毒肺炎指南 问题链接: http://ask.globecancer.com/article-15498.html
问题: 无法手术的肺癌患者，有没有药物能让患者长期生存 问题链接: http://ask.globecancer.com/q-339.html
问题: 不能手术的肺癌晚期患者，真的没救了吗？ 问题链接: http://ask.globecancer.com/q-338.html
问题: 诊断四期肺癌，怎么能长期带瘤生存？ 问题链接: http://ask.globecancer.com/q-337.html
问题: 不化疗还有别的办法吗？ 问题链接: http://ask.globecancer.com/q-336.html
问题: 非小细胞肺癌三期，免疫细胞回输有用吗？ 问题链接: http://ask.globecancer.com/q-335.html
问题: 晚期肺癌患者不能做手术了了，基因检测有用吗？ 问题链接: http://ask.globecancer.com/q-334.html
问题: 小细胞肺癌，医生说我爸爸没有手术机会了，还有办法吗？ 问题链接: http://ask.globecancer.com/q-333.html
问题: 不能手术的肺癌患者，能长期生存吗 问题链接: http://ask.globecancer.com/q-332.html
问题: 肺癌无法手术应该如何治疗？不想化疗？怕副作用da 问题链接: http://ask.globecancer.com/q-331.html
肺癌托姆刀
问题: 求推荐拓姆刀治疗专家和医院 问题链接: http://ask.globecancer.com/q-403.html
问题: 拓姆刀治疗肺癌的优势是什么？ 问题链接: http://ask.globecancer.com/q-401.html
问题: 什么肺癌患者可以选择拓姆刀治疗 问题链接: http://ask.globecancer.com/q-402.html
问题: 拓姆刀治疗肺癌一点副作用都没有吗？ 问题链接: http://ask.globecancer.com/q-400.html
问题: 拓姆刀治疗肺癌需要多少钱？ 问题链接: http://ask.globecancer.com/q-399.html
问题: 拓姆刀能治愈癌症吗 问题链接: http://ask.globecancer.com/q-395.html
问题: 国际上最好的拓姆刀医院求推荐？ 问题链接: http://ask.globecancer.com/q-398.html
问题: 网上把拓姆刀说的这么神奇，求教实际效果 问题链接: http://ask.globecancer.com/q-396.html
肺癌营养饮食保健品
问题: 你的微信号，我要确认下 问题链接: http://ask.globecancer.com/q-1589.html
问题: 肺癌患者的饮食营养 问题链接: http://ask.globecancer.com/q-1600.html
问题: 肿瘤患者专属饮食营养指导手册/肿瘤患者常见的四大营养误区！ 问题链接: http://ask.globecancer.com/article-15570.html
问题: 为什么肿瘤病人在吃西柚是对口服靶向药物的“增毒剂”？ 问题链接: http://ask.globecancer.com/article-15577.html
问题: 肺癌患者能否吃海鲜？ 问题链接: http://ask.globecancer.com/q-446.html
问题: 肺癌患者只吃素食是不是对治疗效果有帮助 问题链接: http://ask.globecancer.com/q-445.html
问题: 肺癌患者可以吃糖吗 问题链接: http://ask.globecancer.com/q-444.html
问题: 虫草对肺癌患者有用吗？ 问题链接: http://ask.globecancer.com/q-443.html
问题: 灵芝孢子粉对肺癌患者有用吗？ 问题链接: http://ask.globecancer.com/q-442.html
问题: 市面上有哪些保健品有抗癌效果？ 问题链接: http://ask.globecancer.com/q-441.html
问题: 肺癌患者吃什么食物有利于癌症治疗呢 问题链接: http://ask.globecancer.com/q-440.html
问题: 家人肺癌，目前没有任何治疗，怎样调节饮食？ 问题链接: http://ask.globecancer.com/q-439.html
问题: 肺癌患者正在化疗，食欲不好，怎样补充饮食？ 问题链接: http://ask.globecancer.com/q-438.html
问题: 肺癌患者手术后怎样补充营养和饮食呢 问题链接: http://ask.globecancer.com/q-437.html
肺癌胸膜转移胸水
问题: 全球首个MET靶向药capmatinib获得优先审批资格！ 问题链接: http://ask.globecancer.com/article-15632.html
问题: 国内第七款免疫检查点抑制剂上市！完全缓解率61.5%创新高！ 问题链接: http://ask.globecancer.com/article-15607.html
问题: 很多肺癌患者首发症状是咳嗽，别拖到晚期才去找医生 问题链接: http://ask.globecancer.com/article-15578.html
问题: 放疗联合免疫，点燃肺癌患者的希望之火（二） 问题链接: http://ask.globecancer.com/article-15569.html
问题: 放疗联合免疫，点燃肺癌患者的希望之火（一） 问题链接: http://ask.globecancer.com/article-15568.html
问题: 肺癌患者胸膜转移是不是晚期了，还有治疗药物吗？ 问题链接: http://ask.globecancer.com/q-556.html
问题: 网上有通过胸水提取免疫细胞培养，回输治疗胸水，效果怎样？ 问题链接: http://ask.globecancer.com/q-555.html
问题: 姑姑肺癌转移已经引起胸水了，呼吸有点困难 问题链接: http://ask.globecancer.com/q-554.html
问题: 姑姑肺癌转移已经引起胸水了，呼吸有点困难，哪个医院治疗胸水有经验？ 问题链接: http://ask.globecancer.com/q-552.html
问题: 家人胸膜转移，已经有胸水了，医生说治疗效果不好，有好办法吗 问题链接: http://ask.globecancer.com/q-551.html
问题: ct发现胸膜发现有转移，化疗有效吗 问题链接: http://ask.globecancer.com/q-550.html
肺癌临床试验招募
问题: 2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！ 问题链接: http://ask.globecancer.com/article-15593.html
问题: 2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！ 问题链接: http://ask.globecancer.com/article-15591.html
肺癌靶点
问题: 非小细胞肺癌治疗的靶点有哪些 问题链接: http://ask.globecancer.com/q-1449.html
问题: 美国已上市的各类癌症药物更新汇总（2020版！） 问题链接: http://ask.globecancer.com/article-15644.html
问题: 硼中子俘获疗法(BNCT)适合哪些患者呢? 问题链接: http://ask.globecancer.com/q-1423.html
问题: 2020肺癌靶向治疗最新进展盘点/肺癌相关靶点/肺癌靶点对应药物/EGFR靶向治疗/ALK的靶向药/ 问题链接: http://ask.globecancer.com/article-15639.html
非小细胞肺癌NCCN指南
问题: 2020年五大抗癌新药即将上市，您别错过！ 问题链接: http://ask.globecancer.com/article-15643.html
问题: 2020肺癌靶向治疗最新进展盘点/肺癌相关靶点/肺癌靶点对应药物/EGFR靶向治疗/ALK的靶向药/ 问题链接: http://ask.globecancer.com/article-15639.html
非小细胞肺癌靶向药物
问题: 非小细胞肺癌患者迎来暖春！五款重磅新疗法即将上市 问题链接: http://ask.globecancer.com/article-15681.html
问题: 美国国立卫生研究院：关于癌症靶向治疗，十件事，靶向治疗与化疗区别/靶向治疗分类/各个癌肿靶向药物/靶 问题链接: http://ask.globecancer.com/article-15666.html
问题: 肺癌9大靶点全面解读及对应靶向药物方案盘点！（2020版） 问题链接: http://ask.globecancer.com/article-15662.html
问题: 小细胞肺癌免疫疗法,小细胞肺癌免疫治疗药物Atezolizumab(阿替利珠单抗、Tecentriq 问题链接: http://ask.globecancer.com/article-15651.html
问题: 2020年五大抗癌新药即将上市，您别错过！ 问题链接: http://ask.globecancer.com/article-15643.html
肺癌基因突变靶点
问题: 肺癌基因突变靶点及相关靶向药物 问题链接: http://ask.globecancer.com/q-1433.html
肺癌电场疗法
问题: 首位中国患者入组！Optune+化疗进军中国胃癌的一线治疗​！ 问题链接: http://ask.globecancer.com/article-15665.html
肺癌
问题: 国内溶瘤病毒制剂T601临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-2081.html
问题: 国内有免费的溶瘤病毒制剂T601临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-2080.html
问题: 溶瘤病毒制剂T601是如何杀灭肿瘤细胞的？ 问题链接: http://ask.globecancer.com/q-2078.html
问题: 溶瘤病毒制剂T601都能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-2077.html
问题: AB-106对克唑替尼耐药的非小细胞肺癌脑转移患者效果如何？ 问题链接: http://ask.globecancer.com/q-1956.html
问题: 国内有AB-106同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-1955.html
问题: AB-106有什么副作用？ 问题链接: http://ask.globecancer.com/q-1954.html
问题: 国内患者怎样报名参加AB-106的临床试验？ 问题链接: http://ask.globecancer.com/q-1953.html
问题: 国内AB-106临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1952.html
问题: 国内有免费的AB-106临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1951.html
问题: 如果NTRK或ROS1基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-1950.html
问题: 哪个公司检测NTRK或ROS1基因更准确？ 问题链接: http://ask.globecancer.com/q-1949.html
问题: 使用AB-106需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1948.html
问题: AB-106是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-1947.html
问题: AB-106在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-1946.html
肺癌靶向治疗
问题: 在哪里能买到扛癌药 问题链接: http://ask.globecancer.com/q-1607.html
问题: 哪些非小细胞肺癌患者适合接受靶向治疗 问题链接: http://ask.globecancer.com/q-1450.html
问题: 什么是非小细胞肺癌的靶向治疗 问题链接: http://ask.globecancer.com/q-1447.html
肺癌疫苗
问题: 肺癌肺癌症状 问题链接: http://ask.globecancer.com/q-1599.html
肺癌靶向药
问题: AB-106对克唑替尼耐药的非小细胞肺癌脑转移患者效果如何？ 问题链接: http://ask.globecancer.com/q-1956.html
问题: 国内有AB-106同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-1955.html
问题: AB-106有什么副作用？ 问题链接: http://ask.globecancer.com/q-1954.html
问题: 国内患者怎样报名参加AB-106的临床试验？ 问题链接: http://ask.globecancer.com/q-1953.html
问题: 国内AB-106临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1952.html
问题: 国内有免费的AB-106临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-1951.html
问题: 如果NTRK或ROS1基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-1950.html
问题: 哪个公司检测NTRK或ROS1基因更准确？ 问题链接: http://ask.globecancer.com/q-1949.html
问题: 使用AB-106需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-1948.html
问题: AB-106是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-1947.html
问题: AB-106在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-1946.html
问题: AB-106有国产药吗？ 问题链接: http://ask.globecancer.com/q-1945.html
问题: AB-106多少钱？是否可以社保报销？ 问题链接: http://ask.globecancer.com/q-1944.html
问题: 早期和晚期癌症都能使用AB-106吗？ 问题链接: http://ask.globecancer.com/q-1943.html
问题: AB-106的治疗效果和治疗数据怎么样？ 问题链接: http://ask.globecancer.com/q-1942.html
非小细胞肺癌
问题: 哪些非小细胞肺癌患者适合参与伯瑞替尼临床试验？ 问题链接: http://ask.globecancer.com/q-2072.html
问题: 伯瑞替尼对MET突变非小细胞肺癌的控制率有多高？ 问题链接: http://ask.globecancer.com/q-2071.html
问题: 伯瑞替尼治疗c-MET异常的晚期非小细胞肺癌效果咋样？ 问题链接: http://ask.globecancer.com/q-2070.html
问题: 国内有治疗MET突变晚期非小细胞肺癌的靶向药吗？ 问题链接: http://ask.globecancer.com/q-2069.html
问题: 国内有伯瑞替尼同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-2068.html
问题: 伯瑞替尼有什么副作用？ 问题链接: http://ask.globecancer.com/q-2067.html
问题: 国内患者怎样报名参加伯瑞替尼的临床试验？ 问题链接: http://ask.globecancer.com/q-2066.html
问题: 国内伯瑞替尼临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-2065.html
问题: 国内有免费的伯瑞替尼临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-2064.html
问题: 如果c-Met基因检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-2063.html
问题: 哪个公司检测c-Met基因更准确？ 问题链接: http://ask.globecancer.com/q-2062.html
问题: 使用伯瑞替尼需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-2061.html
问题: 伯瑞替尼是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-2060.html
问题: 伯瑞替尼在中国上市了吗？在哪里可以买到 问题链接: http://ask.globecancer.com/q-2059.html
问题: 伯瑞替尼有国产药吗？ 问题链接: http://ask.globecancer.com/q-2058.html
非小细胞肺癌靶向药
问题: AMG-510对KRAS突变的非小细胞肺癌的控制率有多高？ 问题链接: http://ask.globecancer.com/q-2100.html
问题: 有AMG-510同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-2099.html
问题: AMG-510都有什么不良反应？ 问题链接: http://ask.globecancer.com/q-2098.html
问题: 国内患者怎样报名参加AMG-510的临床试验？ 问题链接: http://ask.globecancer.com/q-2097.html
问题: 国内AMG-510临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-2096.html
问题: 国内有免费的AMG-510临床试验可以参加吗？ 问题链接: http://ask.globecancer.com/q-2095.html
问题: 如果KRAS突变检测没有突变怎么办？能盲试吗？ 问题链接: http://ask.globecancer.com/q-2094.html
问题: 哪个公司检测KRAS突变更准确？ 问题链接: http://ask.globecancer.com/q-2093.html
问题: 使用AMG-510需要做哪些检测？ 问题链接: http://ask.globecancer.com/q-2092.html
问题: AMG-510是针对哪种基因突变的？ 问题链接: http://ask.globecancer.com/q-2091.html
问题: AMG-510在中国上市了吗？在哪里可以买到？ 问题链接: http://ask.globecancer.com/q-2090.html
问题: AMG-510有国产药吗？ 问题链接: http://ask.globecancer.com/q-2089.html
问题: AMG-510多少钱？是否可以社保报销？ 问题链接: http://ask.globecancer.com/q-2088.html
问题: 早期和晚期癌症都能使用AMG-510吗？ 问题链接: http://ask.globecancer.com/q-2087.html
问题: AMG-510的治疗效果和治疗数据怎么样？ 问题链接: http://ask.globecancer.com/q-2086.html
非小细胞肺癌脑转移
问题: 恩曲替尼对于非小细胞肺癌脑转移患者效果怎么样？ 问题链接: http://ask.globecancer.com/q-1710.html
肺癌基因突变
肺腺癌靶向药
问题: 除AB-106外，还有哪些药物可治疗ROS1/NTRK突变？ 问题链接: http://ask.globecancer.com/q-1940.html
根治性手术
肝癌专家
肝移植
肝癌复发转移
问题: 肝癌病人到北京三甲医院就医建议那个专家比较权威？ 问题链接: http://ask.globecancer.com/q-826.html
问题: 打破10年魔咒！肝癌一线治疗再出新组合，总生存期大大延长！ 问题链接: http://ask.globecancer.com/article-15461.html
姑息治疗
宫颈癌专家
宫颈癌复发转移
问题: 宫颈癌残端复发，局部淋巴结转移，是否可以做盆腔廓清术呢？ 问题链接: http://ask.globecancer.com/q-1610.html
骨肉瘤
肝母细胞瘤
肝癌化疗
问题: 我父亲肝癌晚期肿瘤肝硬化 问题链接: http://ask.globecancer.com/q-133.html
问题: 胆囊癌腺癌伴坏死，还能活多久？ 问题链接: http://ask.globecancer.com/q-138.html
问题: 医生，为什么肝癌中晚期做化疗后癌细胞总反而变大了？ 问题链接: http://ask.globecancer.com/q-84.html
问题: 打破10年魔咒！肝癌一线治疗再出新组合，总生存期大大延长！ 问题链接: http://ask.globecancer.com/article-15461.html
肝癌放疗
问题: 肝癌中晚期能生存期有多久？治疗的意义大吗？ 问题链接: http://ask.globecancer.com/q-950.html
宫颈癌化疗
宫颈癌放疗
问题: 放疗效果怎么样 问题链接: http://ask.globecancer.com/q-862.html
肝癌索拉菲尼
肝癌乐伐替尼
肝癌Opdivo
肝癌Keytruda
肝癌瑞格菲尼
肝癌卡博替尼
肝癌拉罗替尼
问题: 拉罗替尼需要检测什么基因？ 问题链接: http://ask.globecancer.com/q-514.html
肝癌根治性手术
肝癌无法手术患者
肝癌动脉栓塞化疗（TACE）
肝癌消融治疗
问题: 肝癌在日本有没有好的医院？ 问题链接: http://ask.globecancer.com/q-830.html
肝癌肝移植
肝癌质子治疗
问题: 胆囊腺癌早期,已经做了切除手术 问题链接: http://ask.globecancer.com/q-163.html
肝癌拓姆刀
肝癌靶向药物
问题: 美国已上市的各类癌症药物更新汇总（2020版！） 问题链接: http://ask.globecancer.com/article-15644.html
问题: 肝癌晚期，74岁，6月份脑梗一次，仅造成说话困难，目前已经好转，但是总觉得味觉异常，咳嗽，嗓子沙哑 问题链接: http://ask.globecancer.com/q-80.html
问题: 肝癌确诊后用药一年半，目前用的索拉菲尼耐药，下一步该怎么办？ 问题链接: http://ask.globecancer.com/q-646.html
问题: 肝癌病人到北京三甲医院就医建议那个专家比较权威？ 问题链接: http://ask.globecancer.com/q-826.html
问题: 肝癌病人晚期已经五年了，目前乐伐替尼耐药了，不知道有适合的临床试验吗? 问题链接: http://ask.globecancer.com/q-956.html
问题: 乙肝肝硬化导致肝癌能治好吗？ 问题链接: http://ask.globecancer.com/q-1140.html
问题: 肝癌靶向治疗药物有哪些已经获得批准，在医保呢？ 问题链接: http://ask.globecancer.com/q-1147.html
肝癌PD1/PDL1
问题: 肝癌患者已经用了两次PD1抑制剂是否可以联合细胞免疫？ 问题链接: http://ask.globecancer.com/q-818.html
问题: 肝癌患者用了PD1后出现了腹泻，身上后很多红色的疹子，没胃口怎么办？ 问题链接: http://ask.globecancer.com/q-821.html
问题: 肝癌患者想用PD1,什么样的患者容易发生超进展？ 问题链接: http://ask.globecancer.com/q-912.html
问题: pd1免疫抑制能治疗肝癌有效率是多少？ 问题链接: http://ask.globecancer.com/q-1142.html
肝癌药物
问题: 医生你好，我们家人刚确诊肝癌想用PD1 ，但是不知道如何避免发生免疫超进展？ 问题链接: http://ask.globecancer.com/q-931.html
肝癌CAR-T细胞治疗
问题: 攻破实体瘤不是梦！中国CAR-T疗法临床招募实体肿瘤啦！ 问题链接: http://ask.globecancer.com/article-15613.html
问题: 肝癌病人可以参加CAR-T 临床实验吗？ 问题链接: http://ask.globecancer.com/q-958.html
肝癌副作用处理
肝癌基因检测
肝癌免疫细胞治疗
问题: 肝癌在使用免疫抑制剂需要注意什么？ 问题链接: http://ask.globecancer.com/q-819.html
问题: 肝癌病人可以参加CAR-T 临床实验吗？ 问题链接: http://ask.globecancer.com/q-958.html
问题: pd1免疫抑制能治疗肝癌有效率是多少？ 问题链接: http://ask.globecancer.com/q-1142.html
肝癌癌症疫苗
肝癌康复治疗
问题: 胆囊腺癌早期,已经做了切除手术 问题链接: http://ask.globecancer.com/q-163.html
肝癌营养饮食
问题: 肝癌晚期吃什么好 问题链接: http://ask.globecancer.com/q-1333.html
问题: 我父亲肝癌晚期肿瘤肝硬化 问题链接: http://ask.globecancer.com/q-133.html
问题: 肝癌中晚期能生存期有多久？治疗的意义大吗？ 问题链接: http://ask.globecancer.com/q-950.html
肝癌新药临床试验
肝癌预防复发
问题: 有乙肝病史，做哪些检查可以预防肝癌发生？ 问题链接: http://ask.globecancer.com/q-674.html
问题: 肝癌吃什么对身体好？ 问题链接: http://ask.globecancer.com/q-677.html
问题: 肝癌患者已经用了两次PD1抑制剂是否可以联合细胞免疫？ 问题链接: http://ask.globecancer.com/q-818.html
问题: 肝癌在使用免疫抑制剂需要注意什么？ 问题链接: http://ask.globecancer.com/q-819.html
问题: 肝癌患者用了PD1后出现了腹泻，身上后很多红色的疹子，没胃口怎么办？ 问题链接: http://ask.globecancer.com/q-821.html
问题: 肝癌在日本有没有好的医院？ 问题链接: http://ask.globecancer.com/q-830.html
问题: 肝癌真的很难治吗？特异性T细胞疗法有效摧毁癌细胞！ 问题链接: http://ask.globecancer.com/article-15561.html
问题: 最新肝癌药物治疗大全 问题链接: http://ask.globecancer.com/article-15559.html
问题: 癌症为什么会复发？癌症复发以后怎么办？ 问题链接: http://ask.globecancer.com/article-15491.html
肝癌姑息治疗
问题: 胆囊腺癌早期,已经做了切除手术 问题链接: http://ask.globecancer.com/q-163.html
问题: 肝硬化转为肝癌有适合做移植 吗？能治好吗？ 问题链接: http://ask.globecancer.com/q-645.html
问题: 最新肝癌药物治疗大全 问题链接: http://ask.globecancer.com/article-15559.html
问题: 肝癌晚期用哪种治疗方法最有效？ 问题链接: http://ask.globecancer.com/article-15487.html
肝癌电场治疗
肝癌五年生存率
问题: 我是肝癌患者，不知道这个病会不会传染给家人呢？ 问题链接: http://ask.globecancer.com/q-680.html
问题: 肝癌最新免疫治疗进展大盘点！ 问题链接: http://ask.globecancer.com/article-15560.html
问题: 最新肝癌药物治疗大全 问题链接: http://ask.globecancer.com/article-15559.html
肝癌钇90
宫颈癌卡铂
宫颈癌顺铂
宫颈癌紫杉醇
宫颈癌贝伐单抗
宫颈癌拉罗替尼
问题: 拉罗替尼耐药怎么办 问题链接: http://ask.globecancer.com/q-621.html
宫颈癌Opdivo
宫颈癌Keytruda
宫颈癌根治性手术
宫颈癌无法手术患者
宫颈癌质子治疗
宫颈癌拓姆刀
宫颈癌靶向药物
宫颈癌PD1/PDL1
宫颈癌药物
宫颈癌副作用处理
宫颈癌基因检测
宫颈癌免疫细胞治疗
宫颈癌肿瘤浸润淋巴细胞（TIL）治疗
问题: 关于实体肿瘤TILs疗法的最新研究进展盘点！ 问题链接: http://ask.globecancer.com/article-15497.html
宫颈癌癌症疫苗
宫颈癌康复治疗
宫颈癌营养饮食
宫颈癌预防复发
宫颈癌姑息治疗
宫颈癌止痛治疗
宫颈癌五年生存率
问题: 怎么能让宫颈癌不复发呢 问题链接: http://ask.globecancer.com/q-1189.html
骨肉瘤根治性手术
骨肉瘤放疗
骨肉瘤质子治疗
骨肉瘤化疗
骨肉瘤靶向药物
骨肉瘤PD1/PDL1
骨肉瘤药物
骨肉瘤副作用处理
骨肉瘤基因检测
问题: 肿瘤基因检测费用要多少钱,癌症基因突变检测,肿瘤基因检测有用吗 问题链接: http://ask.globecancer.com/article-15654.html
问题: 扩散！免费基因检测机会来了！面向全国患者招募两类癌症患者！ 问题链接: http://ask.globecancer.com/article-15589.html
问题: 什么是癌症基因检测，癌症为什么要做基因检测 问题链接: http://ask.globecancer.com/article-15489.html
骨肉瘤免疫细胞治疗
问题: 关于实体肿瘤TILs疗法的最新研究进展盘点！ 问题链接: http://ask.globecancer.com/article-15497.html
骨肉瘤癌症疫苗
骨肉瘤康复治疗
骨肉瘤营养饮食
骨肉瘤新药临床试验
问题: 【患者招募】治疗实体肿瘤，试试免疫综合治疗 问题链接: http://ask.globecancer.com/article-15586.html
骨肉瘤复发转移
骨肉瘤预防复发
问题: 赵忠祥因癌去世，铺天盖地的文章这篇才是你该看的！ 问题链接: http://ask.globecancer.com/article-15581.html
骨肉瘤姑息治疗
骨肉瘤止痛治疗
骨肉瘤五年生存率
肝癌
问题: 国内患者怎样报名参加溶瘤病毒T601的临床试验？ 问题链接: http://ask.globecancer.com/q-2082.html
问题: RX-108是如何发挥抗肿瘤作用的？ 问题链接: http://ask.globecancer.com/q-1996.html
问题: RX-108能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-1995.html
问题: RX-108是一种什么抗癌药物？ 问题链接: http://ask.globecancer.com/q-1994.html
问题: 国内AB011注射液临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1936.html
问题: 打破10年魔咒！肝癌一线治疗再出新组合，总生存期大大延长！ 问题链接: http://ask.globecancer.com/article-15619.html
问题: 肝癌晚期吃什么好 问题链接: http://ask.globecancer.com/q-1333.html
问题: 有乙肝病史，做哪些检查可以预防肝癌发生？ 问题链接: http://ask.globecancer.com/q-674.html
问题: 我是肝癌患者，不知道这个病会不会传染给家人呢？ 问题链接: http://ask.globecancer.com/q-680.html
问题: 肝癌靶向治疗药物有哪些已经获得批准，在医保呢？ 问题链接: http://ask.globecancer.com/q-1147.html
肝癌中医治疗
问题: 继发性晚期肝癌中医治疗怎么样？ 问题链接: http://ask.globecancer.com/q-100.html
问题: 父亲63岁 肝癌 3月5cm肿瘤做了介入 5月新肿瘤3cm出现做栓住了 问题链接: http://ask.globecancer.com/q-81.html
问题: 肝硬化转为肝癌有适合做移植 吗？能治好吗？ 问题链接: http://ask.globecancer.com/q-645.html
问题: 医生你好，我们家人刚确诊肝癌想用PD1 ，但是不知道如何避免发生免疫超进展？ 问题链接: http://ask.globecancer.com/q-931.html
问题: 肝癌病人可以用中药治疗吗？ 问题链接: http://ask.globecancer.com/q-1137.html
肝癌临床试验招募
问题: 2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！ 问题链接: http://ask.globecancer.com/article-15593.html
问题: 2020年最新癌症靶向，免疫治疗药物临床试验招募信息汇总！ 问题链接: http://ask.globecancer.com/article-15591.html
关键词
问题: 女性感染HPV后会影响到生育吗 问题链接: http://ask.globecancer.com/q-1439.html
问题: 肺癌基因突变靶点及相关靶向药物 问题链接: http://ask.globecancer.com/q-1433.html
问题: 肿瘤基因检测的类型和适应人群 问题链接: http://ask.globecancer.com/q-1432.html
古巴肺癌疫苗
问题: 人民网—古巴成功研制出肺癌疫苗 问题链接: http://ask.globecancer.com/article-15363.html
国产靶向药
问题: 国内有拉罗替尼同类药物或者仿制药物吗？ 问题链接: http://ask.globecancer.com/q-1692.html
问题: 针对ROS1基因突变，国内都有哪些药物可以使用？ 问题链接: http://ask.globecancer.com/q-1651.html
问题: 国产ALK抑制剂CT-707安全吗？ 问题链接: http://ask.globecancer.com/q-1622.html
广谱抗癌药
问题: 瑞波替尼能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-1713.html
肝癌靶向药
问题: RX-108是如何发挥抗肿瘤作用的？ 问题链接: http://ask.globecancer.com/q-1996.html
问题: RX-108能治疗哪些癌症？ 问题链接: http://ask.globecancer.com/q-1995.html
问题: RX-108是一种什么抗癌药物？ 问题链接: http://ask.globecancer.com/q-1994.html
问题: 国内AB011注射液临床试验都招募哪些癌症患者？ 问题链接: http://ask.globecancer.com/q-1936.html
化疗
问题: 前列腺癌老药新适应症即将获批 但质子治疗才是首选疗法 问题链接: http://ask.globecancer.com/article-15103.html
问题: 不可手术的胰头癌患者质子治疗3年后依旧健康生存 问题链接: http://ask.globecancer.com/article-15110.html
问题: 肝癌治疗队伍越来越庞大！数据显示：肝癌质子治疗后，70%患者肿瘤消失 问题链接: http://ask.globecancer.com/article-15089.html
问题: 2011年确诊IV期肺癌，跨过8年，我是这样赢得胜利的 问题链接: http://ask.globecancer.com/article-14937.html
问题: 【MD安德森病理会诊】如何确诊淋巴瘤？没你想的那么简单！ 问题链接: http://ask.globecancer.com/article-15111.html
问题: ”愈“见奇迹|肉瘤幸存者告诉你，为什么儿童要选择质子治疗？ 问题链接: http://ask.globecancer.com/article-15112.html
问题: 首批接受质子治疗的患者，因为人生已“输不起” 问题链接: http://ask.globecancer.com/article-15115.html
问题: 医生宣布“临床治愈”！实验性药物让九岁女孩逃离癌症魔掌！ 问题链接: http://ask.globecancer.com/article-15116.html
问题: 超过7000名肿瘤患者使用电场疗法回归正常生活！ 问题链接: http://ask.globecancer.com/article-15117.html
问题: 梅奥诊所胜利钟声敲响：4岁脑干肿瘤患儿顺利完成质子治疗 问题链接: http://ask.globecancer.com/article-15119.html
问题: 膀胱灌注化疗期间，吃不下饭怎么办？ 问题链接: http://ask.globecancer.com/q-1174.html
问题: 膀胱癌灌注化疗要做几次？ 问题链接: http://ask.globecancer.com/q-1169.html
